shang1,shang2,shang3,shang4,shang5,shang6,wordnet1,wordnet2,wordnet3,wordnet4,wordnet5,wordnet6,word1,word2,square,SCS,SCQ1,SCQ2,SCQ3,SCQ4,SCQ5,idf1,idf2,idf3,idf4,ICTF1,ICTF2,ICTF3,ICTF4,a11,a12,a13,PMI1,PMI2,PMI3,PMI4,PMI5,var1,var2,var3,var4,var5,reporter1,reporter2,reporter3,comple1,comple2,comple3,comple4,comple5,read1,read2,read3,read4,read5,read6,read7,read8,cixing1,ci2,ci3,len1,len2,len3,len4,len5,len6,len7,len8,net1,net2,net3,net4,net5,net6,net7,net8,net9,selectrao1,selectrao2,selectrao3,selectrao4,selectrao5,selectrao6,selectrao7,selectrao8,selectrao9,daima200,daima201,daima202,daima203,daima204,daima205,daima206,daima207,daima208,daima209,daima2010,daima2011,daima2012,daima2013,daima2014,daima2015,daima2016,daima2017,daima2018,daima2019,daima2020,daima2021,daima2022,daima2023,daima150,daima151,daima152,daima153,daima154,daima155,daima156,daima157,daima158,daima159,daima1510,daima1511,daima1512,daima1513,daima1514,daima1515,daima1516,daima1517,daima1518,daima1519,daima1520,daima1521,daima1522,daima1523,daima100,daima101,daima102,daima103,daima104,daima105,daima106,daima107,daima108,daima109,daima1010,daima1011,daima1012,daima1013,daima1014,daima1015,daima1016,daima1017,daima1018,daima1019,daima1020,daima1021,daima1022,daima1023,daima50,daima51,daima52,daima53,daima54,daima55,daima56,daima57,daima58,daima59,daima510,daima511,daima512,daima513,daima514,daima515,daima516,daima517,daima518,daima519,daima520,daima521,daima522,daima523,fixcount201,fixcount202,fixcount203,fixcount205,fixcount206,fixcount151,fixcount152,fixcount153,fixcount155,fixcount156,fixcount101,fixcount102,fixcount103,fixcount105,fixcount106,fixcount51,fixcount52,fixcount53,fixcount55,fixcount56,fixfile201,fixfile202,fixfile203,fixfile204,fixfile205,fixfile206,fixfile151,fixfile152,fixfile153,fixfile154,fixfile155,fixfile156,fixfile101,fixfile102,fixfile103,fixfile104,fixfile105,fixfile106,fixfile51,fixfile52,fixfile53,fixfile54,fixfile55,fixfile56,subsquery1,subsquery2,subsquery3,rank1,WIG,kl150,kl151,kl152,kl153,kl154,kl155,kl156,kl157,kl158,kl159,kl1510,kl1511,kl100,kl101,kl102,kl103,kl104,kl105,kl106,kl107,kl108,kl109,kl1010,kl1011,kl50,kl51,kl52,kl53,kl54,kl55,kl56,kl57,kl58,kl59,kl510,kl511,NCQ,CT,fixfile1,fixfile2,fixfile3,fixfile4,fixfile5,idfnew,scqnew,sac,dev1,dev2,dev3,dev4,dev5,time1,hang1,hang2,hang3,hang4,hang5,RS,class20,class1,class5,class10,class15
-52.65667376,0,-134.232442,2557.105683,50.56783249,-42.82008059,2.714285714,4,10.48979592,3.238795443,12,0,15,1,0.224456224,7.374346653,59681.01905,5.82E+07,7631.787291,32297.81161,0,3.145123017,1.773449468,6.409992117,0,4.213222835,2.052613659,5.968159364,-1.026428704,16.39089033,1.260837718,2.839076132,2.466386111,5.899166493,0.955793966,1.090585519,1.189376774,0.016903695,0.073606066,0,0.016502263,2.72E-04,94,6,0.85106383,0,0,0,0,0,17.236875,39.5238,15.6963,16.55,12.48683298,11.6081,53.875,7,1,1,2,78,4,16,1.866648065,3.5,3.484375,8,2,0,0,0,0,0,0,0,0,0,15,0.430542468,0.091767574,0.021951138,0.40070918,-0.388260075,6.63E-04,-0.154546295,-0.204035465,1.2,0.6,0.36,1,3,1,451.1,484.8747158,235103.49,601.5,1864,34,26.4,29.33155298,860.34,33.5,116,2,8.8,11.90210065,141.66,13,51,0,1.133333333,0.498887652,0.248888889,1,3,1,344.2666667,329.4424516,108532.3289,45,1157,45,19.66666667,16.82326432,283.0222222,4,62,2,7.733333333,7.478561953,55.92888889,5,23,1,1.2,0.6,0.36,1,3,1,359.8,270.2276078,73022.96,458,893,45,19.9,13.7,187.69,24,53,4,8.2,7.359347797,54.16,15.5,23,1,1.4,0.8,0.64,1,3,1,456,265.4671354,70472.8,893,893,213,26.2,14.49689622,210.16,53,53,14,10.8,7.730459236,59.76,23,23,2,7,6.403124237,41,19,1,7,6.403124237,41,19,1,5,4.74341649,22.5,12,1,6,5.522680509,30.5,12,1,5.721052632,2.047097804,4.190609418,5,13,5,5.980952381,2.313442919,5.352018141,8.5,13,5,6.488888889,2.801763113,7.849876543,5,13,5,5.8,2.4,5.76,9,13,5,2.75,3.436931771,11.8125,0,-11.29335851,4,5,6,10,-0.662111595,-0.109425901,-0.056225009,-0.6572624,-1.088256299,-0.394608676,-0.431012064,-0.548626736,4,6,7,9,-0.719895317,-0.113159022,-0.05856559,-0.714184627,-1.188524306,-0.505316794,-0.476267666,-0.570778206,4,5,6,7,-0.795456358,-0.156052184,-0.08745857,-0.698543891,-1.18239814,-0.180402696,-0.485889405,-0.537062898,0.007078926,-45.1859668,0.060464906,0.15355099,0.023577907,0.054564819,1.000000238,4.045673451,3730.063691,-0.032044396,24.2,124,1,35.98277366,1294.76,8.85E+07,118831.5,634952,288,184181.9483,3.39E+10,0.989816,1,0,1,1,1
-14.12428472,0,-200.1161856,1067.72135,32.67600572,0,1.412280702,6,10.2949369,3.208572409,21,0,184,125,0.546829446,28.59133731,717581.9525,1.55E+07,3942.338971,17953.48098,0,9.276208239,3.045686826,8.610319169,0,8.325183023,2.885339326,8.610319169,-0.545459415,87.83814772,1.514450823,5.342253147,1.002934544,8.610319169,-1.595492732,1.218495703,1.484731779,0.016035693,0.32453759,0,0.04118922,0.001696552,95,7,0.852631579,0,0,0,0,0,90.13430233,-329.7787,67.8027,22.8298,18.29705854,101.3334,78.00465116,15,6,39,4,2708,8,309,8.174424169,25,66.8212105,39,1,0,0,0,0,0,0,0,0,0,8,0.48926813,0.032542972,0.006248536,0.493298371,-0.23654215,0.0231145,-0.13997499,-0.17796887,1.9,3.7,13.69,1,18,1,347.4,323.394867,104584.24,119.5,1367,5,22.95,28.24973451,798.0475,13,136,0,9.8,13.17801199,173.66,1,56,0,1.066666667,0.249443826,0.062222222,1,2,1,247.3333333,227.3703782,51697.28889,169,812,5,13.2,8.557258128,73.22666667,10,29,0,6.933333333,8.433794454,71.12888889,1,29,0,1.1,0.3,0.09,1,2,1,201.8,185.4765753,34401.56,85.5,546,5,13.2,9.537295214,90.96,4.5,29,0,6.5,6.859300256,47.05,1.5,21,0,1,0,0,1,1,1,270,234.4875263,54984.4,235,546,5,16,12.03328717,144.8,25,29,0,7.6,5.462600113,29.84,12,16,2,4,3.095695937,9.583333333,13,1,4,3.399346342,11.55555556,13,1,5,3.484660262,12.14285714,13,2,3,1.322875656,1.75,5,2,5.410526316,1.264867264,1.599889197,5,12,5,5.476190476,1.394514683,1.944671202,6,12,5,5.311111111,0.984823102,0.969876543,5,11,5,5.1,0.3,0.09,5.5,6,5,0.210355987,0.493737024,0.243776249,0,-25.06112181,2,5,8,9,-0.303625002,-0.128587496,-0.023629535,-0.260967351,-0.754323483,-0.426022828,-0.491295815,-0.518330589,3,4,4,4,-0.42423271,-0.189962551,-0.046566919,-0.381935649,-1.011984348,-0.529321074,-0.617420346,-0.732543454,2,4,4,5,-0.404388302,-0.260715047,-0.082357239,-0.357564978,-1.406425118,-0.99425441,-1.039596528,-1.105098203,0.002610269,-0.574571483,0.064097864,0.158506501,0.025124311,0,1.000000238,2.591652143,2322.271691,-0.102345524,13.9,63,0,18.85974549,355.69,100000,8963.9,23638,0,8584.687408,7.37E+07,0.989831,0,0,0,0,0
-12.02436774,0,-118.9469214,433.6335416,20.82386951,0,5.607142857,7,35.38137755,5.948224739,21,0,36,35,0.339344262,6.375783714,148225.9529,1.29E+07,3590.197817,13387.61105,0,4.777776811,2.18581262,7.512071246,0,3.305663133,1.81814827,6.531241993,0,21.37467437,1.068733719,2.433582575,1.590748458,5.260779447,0,0.783358477,0.613650504,0.014513529,0.113248711,0,0.022749002,5.18E-04,0,0,0,0,0,1,0,0,27.591,69.793,15.946,21.6,10.74596669,13.639,78,14,2,7,3,246,3,71,2.494111295,1,6.220591153,9,1,0,0,0,0,0,0,0,0,0,6,0.404948902,0.068369633,0.013533036,0.36979475,-0.18086242,-0.01176066,-0.078769765,-0.113280085,1.2,0.678232998,0.46,2.5,4,1,393.6,547.4495776,299701.04,680.5,1864,4,29,57.0455958,3254.2,26.5,243,0,5.5,12.58371964,158.35,3.5,51,0,1.266666667,0.77172246,0.595555556,1,4,1,421.2,581.2601483,337863.36,39,1864,4,37.13333333,63.81312996,4072.115556,3,243,0,6.733333333,14.20547625,201.7955556,0,51,0,1.1,0.3,0.09,1.5,2,1,362.8,489.9877141,240087.96,88.5,1332,4,19.1,23.64508406,559.09,9,70,0,4.8,9.346657156,87.36,1,32,0,1.2,0.4,0.16,1,2,1,207.4,368.4522221,135757.04,33,944,4,9.2,13.94847662,194.56,3,37,0,1.6,2.332380758,5.44,0,6,0,2,1.690308509,2.857142857,5,1,2,1.483239697,2.2,5,1,2,1.825741858,3.333333333,5,1,3,2,4,5,1,5.768421053,2.617562673,6.851634349,5,17,5,6.180952381,3.331754728,11.10058957,5,17,5,6.533333333,3.850541088,14.82666667,5,17,5,6.2,3.280243893,10.76,10.5,16,5,0.971830986,1.600808167,2.562586788,0,-6.414383819,1,3,4,5,-0.648875632,-0.06748404,-0.018456315,-0.646960493,-0.798359156,-0.060103528,-0.150961369,-0.218104146,1,3,4,5,-0.540238116,-0.154190906,-0.05553932,-0.487476256,-1.097828388,-0.563277833,-0.60925743,-0.648713313,1,2,2,3,-0.492731025,-0.402015557,-0.244434733,-0.356661346,-2.188943505,-1.733124904,-1.83091411,-1.845750563,0.003818724,0,0.075731006,0.167674937,0.028114885,0.009644258,1.000000238,2.849269101,2087.689477,0.024205322,8.45,57,0,14.97489566,224.2475,100000,56122.55,360036,0,102887.5646,1.06E+10,0.992055,1,0,0,0,1
-21.5257767,0,-206.839246,1724.079472,41.52203598,0,2.392857143,7,10.98852041,3.314893725,15,0,91,20,0.512476723,15.79087728,350302.5076,1.99E+07,4465.717253,32176.63237,0,7.060282109,2.657119137,8.588583188,0,7.657981842,2.767305881,8.588583188,-1.036314169,57.86448347,1.315101897,5.492762312,1.146600455,8.588583188,-0.893309875,1.064219215,1.132562539,0.018766515,0.229089564,0,0.029579881,8.75E-04,0,0,0,0,1,0,0,0,29.36426573,-36.9478,25.5178,18.433,15.24744871,28.7883,59.36923077,8.8,5,18,9,735,6,111,3.915904401,14,15.33430728,19,1,0,0,0,0,0,0,0,0,0,6,0.413573297,0.050137697,0.009805878,0.407337516,-0.19188225,-0.0891037,-0.08719801,-0.09394209,1.1,0.435889894,0.19,1,3,1,482.1,766.433487,587420.29,404,3651,19,26.35,26.93561768,725.5275,29.5,120,2,9.3,12.26417547,150.41,20,49,0,1,0,0,1,1,1,532.9333333,873.9670068,763818.3289,19,3651,19,26.2,30.41096294,924.8266667,2,120,2,10.13333333,13.45048533,180.9155556,0,49,0,1,0,0,1,1,1,278.9,291.7034282,85090.89,188.5,897,19,19.8,20.79807683,432.56,6.5,61,2,11.1,14.59760254,213.09,27.5,49,0,1,0,0,1,1,1,406,347.8223685,120980.4,66,897,66,27,24.65765601,608,5,61,5,9.8,8.447484833,71.36,4,23,0,5,5.922577402,35.07692308,20,1,5,6.367531276,40.54545455,20,1,8,6.708203932,45,20,1,11,7.958224258,63.33333333,20,1,6.636842105,2.434339968,5.92601108,5.5,13,5,6.742857143,2.495819634,6.229115646,8,13,5,6.6,2.628053779,6.906666667,5.5,13,5,7.3,2.93428015,8.61,8.5,13,5,0.261261261,0.680642406,0.463274085,0,-23.19577098,1,1,2,3,-0.530435231,-0.427786895,-0.224232377,-0.43403668,-2.441274166,-1.91899541,-2.005825162,-2.055919766,2,4,7,10,-0.411158468,-0.168699934,-0.044719223,-0.361264087,-0.89307797,-0.380273432,-0.497953773,-0.634067565,3,3,5,6,-0.460234797,-0.193202236,-0.055948228,-0.353549697,-1.142829299,-0.592626125,-0.792152762,-0.781648517,0.002642601,0,0.05325149,0.145566097,0.021189489,0.035722826,1.000000238,3.584250628,3155.878447,0.119783678,25.35,126,1,30.17660518,910.6275,1.26E+09,259204.8,634952,575,288648.8331,8.33E+10,0.987679,1,1,1,1,1
-18.10580381,0,-192.4366589,1383.103259,37.19009624,-27.63462278,3.38961039,2,20.80924271,4.561714886,21,0,100,22,0.710731796,7.282124152,805547.129,1.16E+08,10782.34855,52113.43343,0,7.741382476,2.782333998,8.613775289,0,8.503087298,2.916005367,8.613775289,-1.787543829,72.43259498,1.227671101,5.344444113,0.996022751,8.613775289,-1.523597911,1.080657054,1.167819669,0.028474291,0.452695548,0,0.050478072,0.002548036,0,0,0,0,0,1,0,0,20.13059761,42.8302,13.5209,16.4145,13.95445115,19.2834,56.57410359,7.9,10,24,6,817,6,122,4.277063004,17,18.29326794,24,1,0,0,0,0,0,0,0,0,0,12,0.487078315,0.050298485,0.0101092,0.437378144,-0.09581,-0.0617097,0.04760764,-0.00356993,1.1,0.3,0.09,1,2,1,440.45,840.3004507,706104.8475,77,3651,17,35.95,47.32808363,2239.9475,11,158,3,2.55,2.635811071,6.9475,2.5,11,0,1.066666667,0.249443826,0.062222222,1,2,1,512.1333333,953.5429979,909244.2489,17,3651,17,33.66666667,43.08235009,1856.088889,3,136,3,1.533333333,1.359738537,1.848888889,0,4,0,1.1,0.3,0.09,1,2,1,606.3,1100.600386,1211321.21,121.5,3651,17,36.6,46.46116658,2158.64,15,136,3,1.2,1.2489996,1.56,0.5,3,0,1.2,0.4,0.16,2,2,1,1159.8,1345.160422,1809456.56,1495,3651,49,63.8,53.16540228,2826.56,136,136,10,0.8,1.166190379,1.36,3,3,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,12.46842105,3.134956162,9.827950139,10,14,6,12.93333333,2.719477074,7.395555556,14,14,6,12.4,3.2,10.24,10,14,6,10.8,3.919183588,15.36,14,14,6,0.5,1.132601821,1.282786885,0,-21.29550971,3,3,3,9,-0.412680854,-0.216640352,-0.092257259,-0.373259112,-1.507330596,-1.17253983,-1.13327536,-1.143750519,3,3,3,8,-0.342396532,-0.236143653,-0.105168408,-0.292655155,-1.525043905,-1.203776419,-1.23320207,-1.251851767,3,3,3,6,-0.315698852,-0.256523782,-0.119472844,-0.266703412,-1.592914522,-1.322125733,-1.326560408,-1.362007171,0.003194752,0,0.029403379,0.087912619,0.007728629,0,1.000000119,3.472412213,6602.84532,0.235224758,3.2,11,1,2.839013913,8.06,5.05E+09,9938.65,22760,869,4484.447115,2.01E+07,0.992376,1,0,1,1,1
-14.12338444,0,-129.9631578,731.8137345,27.05205601,0,1.03030303,2,4.211202938,2.05212157,9,0,52,13,0.289198606,11.60755887,173086.1164,1.16E+07,3410.299662,10563.93553,0,8.201586038,2.863841134,8.603921195,0,8.724202136,2.953676038,8.603921195,0,38.16560516,1.526624206,5.503385956,1.116145066,8.603921195,-0.776415084,1.204391082,1.450557879,0.026831617,0.452077687,0,0.079262794,0.006282591,0,0,0,0,0,0,0,0,105.5673913,-467.5622,84.1887,21.3739,17.49137675,127.3287,70.82608696,11,0,4,0,458,7,65,4.193147411,3,17.58248521,17,2,0,0,0,0,0,0,0,0,0,10,0.518535567,0.026077127,0.003842981,0.491230775,-0.40423355,-0.30668722,-0.12774338,-0.13683032,1,0,0,1,1,1,477.05,801.7939558,642873.5475,451,3651,19,22.65,28.76503954,827.4275,24,120,2,7.05,9.113040107,83.0475,11.5,29,0,1,0,0,1,1,1,498.7333333,891.0425704,793956.8622,116,3651,19,25.73333333,30.96765338,958.9955556,16,120,2,6.866666667,9.28702799,86.24888889,6,29,0,1,0,0,1,1,1,587.6,1065.492393,1135274.04,94,3651,19,27.9,36.85769933,1358.49,5.5,120,2,5.3,7.61642961,58.01,1,23,0,1,0,0,1,1,1,959.4,1383.053231,1912836.24,897,3651,19,38.2,44.80803499,2007.76,53,120,3,4.6,9.2,84.64,23,23,0,5,6.134848298,37.63636364,20,1,5,6.274950199,39.375,20,1,3,3.820994635,14.6,11,1,3,4.272001873,18.25,11,1,6.889473684,2.911573049,8.477257618,7,13,5,7.180952381,2.94967618,8.700589569,12,13,5,7.088888889,2.834879752,8.03654321,7,13,5,6.4,2.2,4.84,8,11,5,0.707692308,1.199013401,1.437633136,0,-13.22197106,1,2,2,4,-0.617934,-0.437138002,-0.245954059,-0.541479245,-2.556705177,-1.979483858,-2.010103479,-2.100918427,1,2,2,4,-0.688195141,-0.426140883,-0.235080249,-0.60414581,-2.548223197,-1.922995046,-1.92599614,-2.011175111,1,1,2,5,-0.485143406,-0.473942995,-0.284105719,-0.371147051,-2.580830038,-2.156781152,-2.200072244,-2.281623855,0.003645214,0,0.044192168,0.121379501,0.014732983,0.027743424,1.000000238,3.773451556,2662.863329,-0.030072413,23.2,126,0,32.06337474,1028.06,100000,169198.95,634952,0,207619.6638,4.31E+10,0.99158,1,0,0,0,0
-26.91133166,0,-218.4784201,1777.781536,42.1637467,-7.792938454,2.409836066,0,12.84296336,3.583708046,21,0,385,76,0.670172257,17.05593058,2020705.594,3.70E+07,6084.20666,52192.90335,0,7.172849841,2.678217661,8.615226932,0,7.109669793,2.666396406,8.615226932,-1.786699849,188.8926663,1.284984124,5.345364366,1.057345185,8.615226932,-1.496899486,1.13276999,1.283167851,0.023567561,0.495784128,0,0.043526193,0.001894529,101,10,0.841584158,0,0,0,0,0,24.13344953,25.1124,16.8326,17.5432,14.46208141,22.3159,59.9597562,8.965517241,19,73,45,2952,6,461,3.552810273,5,12.62246084,32,1,0,0,0,0,0,0,0,0,0,11,0.532871291,0.044719974,0.009011795,0.488556937,-0.239172,-0.19997313,-0.20013902,-0.23595617,1,0,0,1,1,1,731.45,544.9427929,296962.6475,496,2016,124,44.65,32.73572208,1071.6275,8.5,119,4,11.4,12.51559028,156.64,3.5,50,0,1,0,0,1,1,1,856.0666667,545.4520409,297517.9289,566,2016,130,48.06666667,33.04434731,1091.928889,52,119,7,10.86666667,9.562891241,91.44888889,8,27,1,1,0,0,1,1,1,962.9,579.2737608,335558.09,518,2016,134,52.8,35.4,1253.16,47,119,7,11.4,10.18037327,103.64,14,27,1,1,0,0,1,1,1,1268.6,602.6573156,363195.84,1097,2016,432,77,31.4261038,987.6,89,119,24,19.6,8.11418511,65.84,23,27,4,9,6.366579406,40.53333333,24,1,10,6.681045101,44.63636364,24,1,10,7.445036698,55.42857143,24,1,12,8.154753215,66.5,24,1,7.668421053,2.881986273,8.305844875,5,12,5,8.828571429,2.883308757,8.313469388,11,11,5,9.8,2.4,5.76,8,11,5,11,0,0,11,11,11,0.303687636,0.789689155,0.623608961,0,-48.12404485,3,8,10,10,-0.702712376,-0.232198968,-0.138367124,-0.66847457,-1.460290432,-0.555789351,-0.760972917,-0.941472709,3,8,10,11,-0.65945458,-0.257924076,-0.160331814,-0.683297887,-1.437737465,-0.68662703,-0.735680044,-0.970231652,3,8,9,10,-0.548394249,-0.252442556,-0.1555406,-0.41679953,-1.159250975,-0.385062933,-0.743704498,-0.78941232,0.002890365,0,0.054458801,0.135963316,0.018486023,0.013836116,1.000000238,3.977925428,4383.309313,0.199916345,54.8,111,0,32.39691343,1049.56,100000,366268.7,422504,0,123125.9763,1.52E+10,0.989916,1,0,1,1,1
-8.329492415,0,-184.2586829,339.4163854,18.42325664,-4.017599208,1.033898305,0,4.202240735,2.049936764,10,0,1653,600,0.686391603,455.0114464,6602820.301,1.34E+07,3666.853186,17194.95257,0,9.255776981,3.042330847,8.617219505,0,8.398059889,2.897940629,8.617219505,-0.774525336,100.8857024,1.261071279,5.346627537,1.029468806,8.617219505,-2.833532639,1.409411739,1.98644145,0.012304533,0.218434748,0,0.019657767,3.86E-04,1,1,1,0,0,0,0,0,541.2795153,-1263.1085,425.1957,394.9425,107.4988038,94.4771,988.9367756,379,0,174,0,14289,6,2253,4.421488292,6,19.54955872,31,1,0,0,0,0,0,0,0,0,0,8,0.575077955,-0.005941138,-0.001263586,0.589359879,-0.19111568,-0.00857504,-0.05414198,-0.05169341,1.25,0.766485486,0.5875,2.5,4,1,834.1,813.8000922,662270.59,789.5,3651,160,45.55,37.7020888,1421.4475,47.5,129,6,15.35,14.90729687,222.2275,16,51,0,1.333333333,0.869226987,0.755555556,1,4,1,992.5333333,879.0218705,772679.4489,1657,3651,160,53.53333333,39.56912377,1565.715556,129,129,6,16.2,15.8206616,250.2933333,22,51,0,1.2,0.6,0.36,1,3,1,1173.2,1008.773691,1017624.36,259.5,3651,160,59.4,43.26014332,1871.44,20,129,6,15.9,15.18189711,230.49,7.5,51,0,1.4,0.8,0.64,3,3,1,1481,1197.655543,1434378.8,636,3651,359,70.4,39.70188912,1576.24,29,120,29,17.6,18.49972973,342.24,3,51,0,6,5.540063871,30.69230769,20,1,6,6.008327554,36.1,20,1,8,6.256425269,39.14285714,20,2,9,6.737952211,45.4,20,3,6.415789474,2.677540733,7.169224377,5,13,5,6.133333333,2.398676884,5.753650794,5.5,13,5,5.888888889,2.099970605,4.409876543,5,13,5,5.5,1.204159458,1.45,5.5,9,5,0,0,0,0,-91.34720123,1,1,3,6,-0.807650797,-0.386722067,-0.155350491,-0.71624993,-2.42847706,-1.578406885,-1.70851565,-1.787563922,1,1,3,7,-0.688038103,-0.495664659,-0.253112917,-0.567841487,-2.765460979,-2.110576287,-2.193323677,-2.302973183,1,2,3,6,-0.603370022,-0.500440845,-0.257942092,-0.470927076,-2.734074365,-2.186106399,-2.253734654,-2.303931655,0.002817559,0,0.034431353,0.112657303,0.012691668,0.007471207,1.000000238,2.383030506,2930.679228,0.181527595,29.75,126,0,31.09320665,966.7875,100000,218894.2,634952,0,214448.5579,4.60E+10,0.989995,0,0,0,0,0
-26.24483383,0,-221.2478584,1923.608597,43.85896256,-6.906392331,2.809090909,0,15.20900826,3.899872852,16,0,191,88,0.754751131,24.49270903,786734.5296,2.30E+07,4794.662033,32615.77607,0,6.710114719,2.590388913,8.617038526,0,6.417232283,2.533225668,8.617038526,-1.071707578,78.3358262,1.205166557,5.491672916,0.976338253,7.230744165,-2.020876096,1.00179101,1.003585227,0.023149249,0.230395304,0,0.035150358,0.001235548,1,0,1,0,0,0,0,0,49.23726457,-86.9228,36.4632,25.553,19.0623784,44.0121,77.7838565,14.8,4,30,3,1677,6,279,3.433426109,4,11.78841485,16,1,0,0,0,0,0,0,0,0,0,10,0.440167591,0.039932224,0.00684727,0.424602254,-0.17567523,-0.112260765,-0.12574846,-0.17893683,1.1,0.435889894,0.19,1,3,1,229.25,261.8684546,68575.0875,22.5,812,20,26.45,52.06483938,2710.7475,2.5,237,2,3.1,5.07838557,25.79,0,18,0,1,0,0,1,1,1,278.2,284.6921612,81049.62667,536,812,20,29.86666667,58.81821335,3459.582222,35,237,2,3.6,5.63086731,31.70666667,18,18,0,1,0,0,1,1,1,247.9,268.6244404,72159.09,464.5,812,20,18.1,23.46252331,550.49,9.5,82,2,4.1,6.57951366,43.29,3,18,0,1,0,0,1,1,1,345.4,294.7416496,86872.64,37,812,37,25.4,29.01447914,841.84,6,82,5,3.8,6.144916598,37.76,0,16,0,14,19.91230775,396.5,66,1,16,20.97617696,440,66,1,16,22.6421436,512.6666667,66,1,24,29.49011134,869.6666667,66,2,5.442105263,1.34724506,1.815069252,5,12,5,5.542857143,1.585821532,2.514829932,6.5,12,5,5.666666667,1.87379591,3.511111111,5,12,5,5.7,2.1,4.41,5,12,5,0.494623656,0.97227136,0.945311597,0,-27.24886997,2,3,6,6,-0.35631818,-0.136800176,-0.029368735,-0.302640289,-0.684835136,-0.313530937,-0.381320149,-0.417919591,2,3,3,4,-0.279045957,-0.225129473,-0.068217102,-0.183404639,-0.884768367,-0.46856679,-0.689059794,-0.760533914,3,3,3,4,-0.212014559,-0.159029655,-0.037676183,-0.16053246,-0.686173677,-0.513011411,-0.522313237,-0.536405846,0.002544162,-7.869451505,0.058382268,0.14780341,0.021845848,0.180403249,1.000000238,2.581837781,2819.837024,-0.023656677,26.6,185,0,43.0980278,1857.44,100000,185370.6,616707,0,234822.1928,5.51E+10,0.987961,0,0,0,0,0
-12.68042861,0,-216.8237057,563.3175732,23.73431215,-16.92590308,1.390625,1,5.003662109,2.2368867,9,0,386,152,0.682533937,60.87639107,1520507.212,1.54E+07,3918.438586,17192.78263,0,8.616528051,2.935392316,8.617038526,0,4.844494095,2.201021148,8.617038526,-0.774706315,83.8420416,1.180873825,5.346512807,1.258545865,8.617038526,-2.741621252,1.38105776,1.907320537,0.016701,0.218429273,0,0.021082041,4.44E-04,1,1,1,0,0,0,0,0,76.98192453,-250.8053,61.4083,31.917,23.63976744,73.562,84.69811321,16.8,1,67,2,3223,5,538,4.691793344,5,22.01292478,28,1,0,0,0,0,0,0,0,0,0,7,0.475129137,0.007020131,0.001560028,0.485824144,-0.7610543,-0.357268125,-0.34575108,-0.40979747,1.25,0.766485486,0.5875,1,4,1,390.75,500.5489861,250549.2875,302,1867,10,22.4,27.57245002,760.24,26.5,117,2,8.15,11.85864663,140.6275,6,51,0,1.133333333,0.498887652,0.248888889,1,3,1,404.8666667,540.7330662,292392.2489,52,1867,25,23.53333333,29.45248528,867.4488889,8,117,2,8.866666667,13.1649366,173.3155556,1,51,0,1.2,0.6,0.36,1,3,1,399.8,518.4194827,268758.76,1007.5,1867,52,24.6,32.6257567,1064.44,63.5,117,2,9,14.41526968,207.8,29,51,0,1.4,0.8,0.64,1,3,1,337.2,178.35403,31810.16,359,636,148,21,10.99090533,120.8,34,34,6,6.8,2.993325909,8.96,11,11,3,2,2.179449472,4.75,6,1,1,1.154700538,1.333333333,3,1,3,0,0,3,3,0,0,0,0,0,5.310526316,1.24536815,1.550941828,5,13,5,5.39047619,1.502348879,2.257052154,5.5,13,5,5.644444444,1.922447,3.695802469,5,12,5,5.8,2.088061302,4.36,5,12,5,0.69330855,1.650952136,2.725642957,0,-52.58232375,2,5,8,9,-0.271992584,-0.044409688,-0.026954558,-0.284034342,-0.12470746,0.292600691,0.241918921,0.09375158,2,5,8,9,-0.278550796,-0.109591311,-0.073660027,-0.201785028,-0.415067434,-0.141643465,-0.213708997,-0.195917815,3,5,7,9,-0.336629517,-0.119392482,-0.081417912,-0.273311764,-0.739990592,-0.216129601,-0.457634866,-0.517698795,0.003258158,0,0.060089728,0.155100249,0.024056087,0.037752475,1.000000238,2.717194342,2826.221583,-0.011060787,11.85,59,0,15.36318652,236.0275,100000,116276.35,360036,0,154500.3921,2.39E+10,0.990242,0,0,0,0,0
